,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,Number of bugs
16269,L51631,DebugInterface.java,community/kernel/src/test/java/org/neo4j/test/subprocess/DebugInterface.java,L51623,32,0,181,12,0,6,5350,0
16270,L51632,EnabledBreakpoints.java,community/kernel/src/test/java/org/neo4j/test/subprocess/EnabledBreakpoints.java,L51623,1,0,11,3,0,3,1296,0
16271,L51633,ForeignBreakpoints.java,community/kernel/src/test/java/org/neo4j/test/subprocess/ForeignBreakpoints.java,L51623,1,0,19,6,0,5,2319,0
16272,L51634,KillSubProcess.java,community/kernel/src/test/java/org/neo4j/test/subprocess/KillSubProcess.java,L51623,1,0,19,3,0,2,2319,0
16273,L51635,SubProcess.java,community/kernel/src/test/java/org/neo4j/test/subprocess/SubProcess.java,L51623,108,0,969,43,0,13,412,0
16274,L51636,SubProcessTestRunner.java,community/kernel/src/test/java/org/neo4j/test/subprocess/SubProcessTestRunner.java,L51623,69,0,557,9,0,6,5350,0
16275,L51637,SuspendedThreadsException.java,community/kernel/src/test/java/org/neo4j/test/subprocess/SuspendedThreadsException.java,L51623,5,0,37,3,0,3,1296,0
16276,L51638,Task.java,community/kernel/src/test/java/org/neo4j/test/subprocess/Task.java,L51623,1,0,10,3,0,3,1296,0
16277,L70489,BreakableFileChannel.java,community/kernel/src/test/java/org/neo4j/graphdb/mockfs/BreakableFileChannel.java,L70488,2,0,122,17,0,8,665,0
16278,L70490,BreakableFileSystemAbstraction.java,community/kernel/src/test/java/org/neo4j/graphdb/mockfs/BreakableFileSystemAbstraction.java,L70488,1,0,136,20,0,7,665,0
16279,L70491,FileSystemGuard.java,community/kernel/src/test/java/org/neo4j/graphdb/mockfs/FileSystemGuard.java,L70488,1,0,12,2,0,2,2472,0
16280,L70492,LimitedFileSystemGraphDatabase.java,community/kernel/src/test/java/org/neo4j/graphdb/mockfs/LimitedFileSystemGraphDatabase.java,L70488,1,0,28,25,0,11,1296,0
16281,L72109,GraphDatabaseBuilderTestTools.java,community/kernel/src/test/java/org/neo4j/graphdb/factory/GraphDatabaseBuilderTestTools.java,L72108,1,0,13,2,0,2,199,0
16282,L72110,GraphDatabaseSettingsTest.java,community/kernel/src/test/java/org/neo4j/graphdb/factory/GraphDatabaseSettingsTest.java,L72108,1,0,39,5,0,3,5350,0
16283,L72111,SetCacheProvidersTest.java,community/kernel/src/test/java/org/neo4j/graphdb/factory/SetCacheProvidersTest.java,L72108,2,0,76,30,0,11,5350,0
16284,L72571,UniqueFactoryTest.java,community/kernel/src/test/java/org/neo4j/graphdb/index/UniqueFactoryTest.java,L72570,1,0,144,9,0,6,828,0
16285,L77524,CombiningResourceIteratorTest.java,community/kernel/src/test/java/org/neo4j/helpers/collection/CombiningResourceIteratorTest.java,L77523,2,0,47,8,0,3,5350,0
16286,L77525,ExceptionHandlingIterableTest.java,community/kernel/src/test/java/org/neo4j/helpers/collection/ExceptionHandlingIterableTest.java,L77523,1,0,65,2,0,2,2472,0
16287,L77526,FirstItemIterableTest.java,community/kernel/src/test/java/org/neo4j/helpers/collection/FirstItemIterableTest.java,L77523,4,0,49,2,0,1,268,0
16288,L77527,MultiSetTest.java,community/kernel/src/test/java/org/neo4j/helpers/collection/MultiSetTest.java,L77523,1,0,90,5,0,3,1636,0
16289,L77528,TestCommonIterators.java,community/kernel/src/test/java/org/neo4j/helpers/collection/TestCommonIterators.java,L77523,19,0,292,12,0,8,236,0
16290,L80638,ProgressMonitorTest.java,community/kernel/src/test/java/org/neo4j/helpers/progress/ProgressMonitorTest.java,L80637,26,0,487,9,0,5,665,0
16291,L82459,KernelTransactionFactory.java,community/kernel/src/test/java/org/neo4j/kernel/api/KernelTransactionFactory.java,L82458,1,0,44,44,0,9,5350,0
16292,L82460,KernelTransactionImplementationTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/KernelTransactionImplementationTest.java,L82458,7,0,300,58,1,12,5350,0
16293,L82461,TransactionStatementSequenceTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/TransactionStatementSequenceTest.java,L82458,3,0,90,9,0,4,224,0
16294,L82462,TransactionStatementSharingTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/TransactionStatementSharingTest.java,L82458,1,0,74,7,0,4,224,0
16295,L90280,AnnotationBasedConfigurationMigratorTest.java,community/kernel/src/test/java/org/neo4j/kernel/configuration/AnnotationBasedConfigurationMigratorTest.java,L90279,1,0,33,3,0,3,665,0
16296,L90281,SystemPropertiesConfigurationTest.java,community/kernel/src/test/java/org/neo4j/kernel/configuration/SystemPropertiesConfigurationTest.java,L90279,1,0,38,10,0,8,533,0
16297,L90282,TestConfig.java,community/kernel/src/test/java/org/neo4j/kernel/configuration/TestConfig.java,L90279,2,0,126,18,0,7,1296,0
16298,L90283,TestConfigConcurrency.java,community/kernel/src/test/java/org/neo4j/kernel/configuration/TestConfigConcurrency.java,L90279,7,0,64,4,0,4,1296,0
16299,L90284,TestGraphDatabaseConfigurationMigrator.java,community/kernel/src/test/java/org/neo4j/kernel/configuration/TestGraphDatabaseConfigurationMigrator.java,L90279,1,0,74,28,0,10,665,0
16300,L91084,KernelExtensionFactoryContractTest.java,community/kernel/src/test/java/org/neo4j/kernel/extension/KernelExtensionFactoryContractTest.java,L91083,4,0,114,7,0,4,665,0
16301,L91400,AbstractNeo4jTestCase.java,community/kernel/src/test/java/org/neo4j/kernel/impl/AbstractNeo4jTestCase.java,L91399,21,0,305,59,0,17,815,0
16302,L91402,TestPropertyDataRace.java,community/kernel/src/test/java/org/neo4j/kernel/impl/TestPropertyDataRace.java,L91399,10,0,203,38,0,13,5350,0
16303,L142999,CannedJvmMetadataRepository.java,community/kernel/src/test/java/org/neo4j/kernel/info/CannedJvmMetadataRepository.java,L142998,1,0,21,3,0,3,505,0
16304,L143000,JVMCheckerTest.java,community/kernel/src/test/java/org/neo4j/kernel/info/JVMCheckerTest.java,L142998,1,0,67,21,0,10,5350,0
16305,L144273,GitHub1304Test.java,community/kernel/src/test/java/org/neo4j/kernel/lifecycle/GitHub1304Test.java,L144272,2,0,24,6,1,5,665,0
16306,L144274,LifeRule.java,community/kernel/src/test/java/org/neo4j/kernel/lifecycle/LifeRule.java,L144272,4,0,48,11,0,5,505,0
16307,L144275,LifeSupportTest.java,community/kernel/src/test/java/org/neo4j/kernel/lifecycle/LifeSupportTest.java,L144272,10,0,332,19,0,6,665,0
16308,L144276,TestLifecycleException.java,community/kernel/src/test/java/org/neo4j/kernel/lifecycle/TestLifecycleException.java,L144272,1,0,47,1,0,1,2319,0
16309,L144923,MonitorsTest.java,community/kernel/src/test/java/org/neo4j/kernel/monitoring/MonitorsTest.java,L144922,1,0,63,8,0,3,1296,0
16310,L147032,CompositeCountsTest.java,community/kernel/src/test/java/org/neo4j/kernel/counts/CompositeCountsTest.java,L147031,10,0,316,12,0,5,412,0
16311,L147033,LabelCountsTest.java,community/kernel/src/test/java/org/neo4j/kernel/counts/LabelCountsTest.java,L147031,3,0,136,4,0,3,412,0
16312,L147034,NodeCountsTest.java,community/kernel/src/test/java/org/neo4j/kernel/counts/NodeCountsTest.java,L147031,1,0,155,6,0,5,412,0
16313,L147035,RelationshipCountsTest.java,community/kernel/src/test/java/org/neo4j/kernel/counts/RelationshipCountsTest.java,L147031,9,0,292,9,0,5,412,0
16314,L154772,DumpableProcess.java,community/kernel/src/test/java/org/neo4j/qa/tooling/DumpableProcess.java,L154771,1,0,21,2,0,1,5350,0
16315,L154773,DumpProcessInformation.java,community/kernel/src/test/java/org/neo4j/qa/tooling/DumpProcessInformation.java,L154771,12,0,122,18,1,7,665,0
16316,L154774,DumpProcessInformationRule.java,community/kernel/src/test/java/org/neo4j/qa/tooling/DumpProcessInformationRule.java,L154771,5,0,89,11,0,5,665,0
16317,L154775,DumpProcessInformationTest.java,community/kernel/src/test/java/org/neo4j/qa/tooling/DumpProcessInformationTest.java,L154771,5,0,63,14,0,5,665,0
16318,L154776,DumpVmInformation.java,community/kernel/src/test/java/org/neo4j/qa/tooling/DumpVmInformation.java,L154771,13,0,65,1,0,1,5350,0
16319,L34542,CalculateDenseNodesStepTest.java,community/kernel/src/test/java/org/neo4j/unsafe/impl/batchimport/CalculateDenseNodesStepTest.java,L34541,7,0,61,7,0,3,5350,0
16320,L34543,ParallelizationCoordinatorTest.java,community/kernel/src/test/java/org/neo4j/unsafe/impl/batchimport/ParallelizationCoordinatorTest.java,L34541,3,0,81,3,0,2,5350,0
16321,L34544,PropertyEncoderStepTest.java,community/kernel/src/test/java/org/neo4j/unsafe/impl/batchimport/PropertyEncoderStepTest.java,L34541,2,0,87,10,0,4,5350,0
16322,L34545,UtilsTest.java,community/kernel/src/test/java/org/neo4j/unsafe/impl/batchimport/UtilsTest.java,L34541,9,0,108,3,0,2,5350,0
16323,L83514,ArrayEncoderTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/ArrayEncoderTest.java,L83513,9,0,112,13,0,8,412,0
16324,L83515,DuplicateIndexEntryConflictExceptionTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/DuplicateIndexEntryConflictExceptionTest.java,L83513,1,0,22,2,0,2,5350,0
16325,L83516,IndexProviderCompatibilityTestSuite.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/IndexProviderCompatibilityTestSuite.java,L83513,1,0,23,11,0,8,2472,0
16326,L83517,InMemoryIndexConstraintProviderApprovalTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/InMemoryIndexConstraintProviderApprovalTest.java,L83513,1,0,8,2,0,2,310,0
16327,L83518,InMemoryIndexIndexProviderApprovalTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/InMemoryIndexIndexProviderApprovalTest.java,L83513,1,0,8,2,0,2,310,0
16328,L83519,NonUniqueIndexPopulatorCompatibility.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/NonUniqueIndexPopulatorCompatibility.java,L83513,1,0,104,20,0,10,5350,0
16329,L83520,ParameterizedSuiteRunner.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/ParameterizedSuiteRunner.java,L83513,16,0,139,2,0,2,533,0
16330,L83521,PreexistingIndexEntryConflictExceptionTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/PreexistingIndexEntryConflictExceptionTest.java,L83513,1,0,23,5,0,4,412,0
16331,L83522,ProviderMetaTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/ProviderMetaTest.java,L83513,3,0,108,7,0,3,665,0
16332,L83523,SchemaConstraintProviderApprovalTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/SchemaConstraintProviderApprovalTest.java,L83513,5,0,179,8,0,6,412,0
16333,L83524,SchemaIndexProviderApprovalTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/SchemaIndexProviderApprovalTest.java,L83513,5,0,183,8,0,6,412,0
16334,L83525,UniqueConstraintCompatibility.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/UniqueConstraintCompatibility.java,L83513,18,0,669,25,0,11,665,0
16335,L83526,UniqueIndexAccessorCompatibility.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/UniqueIndexAccessorCompatibility.java,L83513,3,0,81,40,0,15,828,0
16336,L83527,UniqueIndexPopulatorCompatibility.java,community/kernel/src/test/java/org/neo4j/kernel/api/index/UniqueIndexPopulatorCompatibility.java,L83513,2,0,52,22,0,11,5350,0
16337,L85111,LazyPropertyTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/properties/LazyPropertyTest.java,L85110,23,0,135,7,0,4,815,0
16338,L85112,PropertyConversionTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/properties/PropertyConversionTest.java,L85110,18,0,252,5,0,2,828,0
16339,L85113,PropertyEqualityTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/properties/PropertyEqualityTest.java,L85110,6,0,273,14,0,6,412,0
16340,L86891,StatusTest.java,community/kernel/src/test/java/org/neo4j/kernel/api/exception/StatusTest.java,L86890,2,0,20,2,0,2,310,0
16341,L91746,CountsKeyTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/CountsKeyTest.java,L91745,1,0,26,6,0,4,815,0
16342,L91747,CountsRecordStateTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/CountsRecordStateTest.java,L91745,1,0,45,5,0,3,815,0
16343,L91748,CountsStoreApplierTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/CountsStoreApplierTest.java,L91745,1,0,26,14,0,5,815,0
16344,L91749,DataAndSchemaTransactionSeparationIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/DataAndSchemaTransactionSeparationIT.java,L91745,5,0,178,5,0,4,412,0
16345,L91750,DataIntegrityValidatingStatementOperationsTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/DataIntegrityValidatingStatementOperationsTest.java,L91745,11,0,234,14,0,5,2319,0
16346,L91751,DataStatementArgumentVerificationTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/DataStatementArgumentVerificationTest.java,L91745,1,0,53,4,0,2,5350,0
16347,L91752,DiffSetsTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/DiffSetsTest.java,L91745,1,0,145,23,0,10,412,0
16348,L91753,DirectTokenCreator.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/DirectTokenCreator.java,L91745,1,0,25,2,0,2,815,0
16349,L91754,KernelSchemaStateFlushingTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/KernelSchemaStateFlushingTest.java,L91745,1,0,150,33,0,10,412,0
16350,L91755,KernelSchemaStateStoreTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/KernelSchemaStateStoreTest.java,L91745,1,0,38,12,0,8,665,0
16351,L91756,KernelStatementTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/KernelStatementTest.java,L91745,1,0,61,20,0,10,815,0
16352,L91757,KernelTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/KernelTest.java,L91745,2,0,47,35,0,12,665,0
16353,L91758,KernelTransactionsTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/KernelTransactionsTest.java,L91745,1,0,143,27,1,9,5350,0
16354,L91759,LabelRecoveryTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/LabelRecoveryTest.java,L91745,3,0,63,10,0,7,67,0
16355,L91760,LegacyIndexApplierTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/LegacyIndexApplierTest.java,L91745,2,0,84,3,0,2,1296,0
16356,L91761,LockingStatementOperationsTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/LockingStatementOperationsTest.java,L91745,1,0,185,32,0,13,815,0
16357,L91762,LongDiffSetsTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/LongDiffSetsTest.java,L91745,1,0,54,10,0,7,199,0
16358,L91763,PropertyTransactionStateTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/PropertyTransactionStateTest.java,L91745,3,0,76,9,0,5,5350,0
16359,L91764,RecordStateForCacheAccessorTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/RecordStateForCacheAccessorTest.java,L91745,1,0,49,8,0,1,5350,0
16360,L91765,SchemaLoggingIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/SchemaLoggingIT.java,L91745,1,0,42,7,0,7,665,0
16361,L91766,StatementLifecycleTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/StatementLifecycleTest.java,L91745,1,0,29,12,0,7,815,0
16362,L91767,StatementOperationsTestHelper.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/StatementOperationsTestHelper.java,L91745,2,0,73,33,0,11,199,0
16363,L91768,TransactionRepresentationCommitProcessTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/TransactionRepresentationCommitProcessTest.java,L91745,4,0,126,27,1,7,5350,0
16364,L91769,TransactionRepresentationStoreApplierTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/api/TransactionRepresentationStoreApplierTest.java,L91745,1,0,114,34,0,10,1296,0
16365,L104817,CacheRaceTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/cache/CacheRaceTest.java,L104816,35,0,534,19,0,5,5350,0
16366,L104818,CacheTypesIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/cache/CacheTypesIT.java,L104816,2,0,67,8,0,4,5350,0
16367,L104819,CustomCacheProvider.java,community/kernel/src/test/java/org/neo4j/kernel/impl/cache/CustomCacheProvider.java,L104816,3,0,43,7,0,3,5350,0
16368,L104820,LruCacheTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/cache/LruCacheTest.java,L104816,1,0,160,2,0,2,665,0
16369,L104821,MeasureDoNothingManualVerification.java,community/kernel/src/test/java/org/neo4j/kernel/impl/cache/MeasureDoNothingManualVerification.java,L104816,4,0,43,7,0,5,665,0
16370,L104822,ReferenceCacheTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/cache/ReferenceCacheTest.java,L104816,8,0,156,18,0,3,5350,0
16371,L104823,RelationshipChainPositionPoisoningTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/cache/RelationshipChainPositionPoisoningTest.java,L104816,2,0,69,4,0,1,5350,0
16372,L104824,TestCacheTypes.java,community/kernel/src/test/java/org/neo4j/kernel/impl/cache/TestCacheTypes.java,L104816,1,0,57,24,0,6,5350,0
16373,L104825,TestClockCache.java,community/kernel/src/test/java/org/neo4j/kernel/impl/cache/TestClockCache.java,L104816,9,0,151,11,0,5,2319,0
16374,L106702,BigJumpingStoreIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/BigJumpingStoreIT.java,L106701,32,0,251,50,0,13,815,0
16375,L106703,BigStoreIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/BigStoreIT.java,L106701,14,0,261,19,0,13,815,0
16376,L106704,ConcurrentCreateAndGetRelationshipsIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/ConcurrentCreateAndGetRelationshipsIT.java,L106701,8,0,130,6,0,5,815,0
16377,L106705,ConcurrentPropertyAccessIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/ConcurrentPropertyAccessIT.java,L106701,11,0,184,10,0,8,815,0
16378,L106706,IteratingPropertyReceiverTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/IteratingPropertyReceiverTest.java,L106701,3,0,27,2,0,1,5350,0
16379,L106707,JumpingFileSystemAbstraction.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/JumpingFileSystemAbstraction.java,L106701,22,0,289,50,0,12,5350,0
16380,L106708,JumpingIdGeneratorFactory.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/JumpingIdGeneratorFactory.java,L106701,9,0,116,31,0,8,665,0
16381,L106709,LargePropertiesIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/LargePropertiesIT.java,L106701,1,0,35,6,0,4,505,0
16382,L106710,LoggerFactoryIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/LoggerFactoryIT.java,L106701,4,0,106,13,0,10,665,0
16383,L106711,ManyPropertyKeysIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/ManyPropertyKeysIT.java,L106701,2,0,148,43,0,12,815,0
16384,L106712,Neo4jConstraintsTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/Neo4jConstraintsTest.java,L106701,38,0,509,5,0,3,5350,0
16385,L106713,NestedTransactionLocksIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/NestedTransactionLocksIT.java,L106701,2,0,89,19,0,8,1404,0
16386,L106714,NodeManagerTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/NodeManagerTest.java,L106701,1,0,203,22,1,9,505,0
16387,L106715,NodeProxySingleRelationshipTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/NodeProxySingleRelationshipTest.java,L106701,4,0,137,18,0,7,815,0
16388,L106716,NodeProxyTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/NodeProxyTest.java,L106701,4,0,114,7,0,4,5350,0
16389,L106717,NodeTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/NodeTest.java,L106701,21,0,394,3,0,3,665,0
16390,L106718,ProveFiveBillionIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/ProveFiveBillionIT.java,L106701,6,0,61,13,0,10,815,0
16391,L106719,RelationshipImplTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/RelationshipImplTest.java,L106701,2,0,33,5,0,2,5350,0
16392,L106720,RelationshipIteratorIssuesTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/RelationshipIteratorIssuesTest.java,L106701,5,0,99,13,0,4,5350,0
16393,L106721,RelationshipLoaderTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/RelationshipLoaderTest.java,L106701,1,0,46,14,0,5,665,0
16394,L106722,RelationshipProxyTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/RelationshipProxyTest.java,L106701,2,0,79,2,0,1,5350,0
16395,L106723,TestBinarySearchPerformance.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestBinarySearchPerformance.java,L106701,8,0,97,8,0,3,5350,0
16396,L106724,TestConcurrentIteratorModification.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestConcurrentIteratorModification.java,L106701,2,0,43,6,0,5,2319,0
16397,L106725,TestConcurrentModificationOfRelationshipChains.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestConcurrentModificationOfRelationshipChains.java,L106701,8,0,261,38,0,8,5350,0
16398,L106726,TestConcurrentRelationshipChainLoadingIssue.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestConcurrentRelationshipChainLoadingIssue.java,L106701,10,0,154,25,0,11,815,0
16399,L106727,TestCrashWithRebuildSlow.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestCrashWithRebuildSlow.java,L106701,6,0,181,50,0,12,665,0
16400,L106728,TestDenseNodeRelChainPositionIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestDenseNodeRelChainPositionIT.java,L106701,2,0,52,10,0,5,5350,0
16401,L106729,TestExceptionTypeOnInvalidIds.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestExceptionTypeOnInvalidIds.java,L106701,1,0,183,20,0,12,815,0
16402,L106730,TestIdReuse.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestIdReuse.java,L106701,7,0,90,33,0,15,815,0
16403,L106731,TestIsolationBasic.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestIsolationBasic.java,L106701,6,0,159,8,0,6,815,0
16404,L106732,TestIsolationMultipleThreads.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestIsolationMultipleThreads.java,L106701,14,0,396,11,0,7,815,0
16405,L106733,TestJumpingIdGenerator.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestJumpingIdGenerator.java,L106701,8,0,83,14,0,7,5350,0
16406,L106734,TestLengthyArrayPacking.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestLengthyArrayPacking.java,L106701,5,0,98,15,0,6,5350,0
16407,L106735,TestLoopRelationships.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestLoopRelationships.java,L106701,29,0,317,18,0,5,5350,0
16408,L106736,TestNeo4j.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestNeo4j.java,L106701,11,0,184,49,0,16,815,0
16409,L106737,TestNeo4jApiExceptions.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestNeo4jApiExceptions.java,L106701,15,0,202,9,0,5,3997,0
16410,L106738,TestNeo4jCacheAndPersistence.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestNeo4jCacheAndPersistence.java,L106701,23,0,508,47,0,13,815,0
16411,L106739,TestOperationsOnDeletedRelationships.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestOperationsOnDeletedRelationships.java,L106701,3,0,54,17,0,8,5350,0
16412,L106740,TestProperties.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestProperties.java,L106701,20,0,219,51,0,15,815,0
16413,L106741,TestPropertyCachePoisoning.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestPropertyCachePoisoning.java,L106701,4,0,187,19,0,8,5350,0
16414,L106742,TestPropertyTypes.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestPropertyTypes.java,L106701,19,0,630,20,0,9,5350,0
16415,L106743,TestRaceOnMultipleNodeImpl.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestRaceOnMultipleNodeImpl.java,L106701,10,0,291,22,0,10,5350,0
16416,L106744,TestReadOnlyNeo4j.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestReadOnlyNeo4j.java,L106701,7,0,136,47,0,16,815,0
16417,L106745,TestRelationship.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestRelationship.java,L106701,44,0,883,54,1,16,815,0
16418,L106746,TestRelationshipCount.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestRelationshipCount.java,L106701,50,0,523,10,1,4,5350,0
16419,L106747,TestRelationshipGrabSize.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestRelationshipGrabSize.java,L106701,10,0,186,23,0,9,815,0
16420,L106748,TestRelIdArray.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestRelIdArray.java,L106701,3,0,163,33,0,11,5350,0
16421,L106749,TestShortStringProperties.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestShortStringProperties.java,L106701,4,0,194,35,0,11,5350,0
16422,L106750,TestShutdownSequence.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestShutdownSequence.java,L106701,1,0,92,18,0,10,665,0
16423,L106751,TokenHolderTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/core/TokenHolderTest.java,L106701,3,0,54,2,0,1,5350,0
16424,L110352,TxStateTransactionDataViewTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/coreapi/TxStateTransactionDataViewTest.java,L110351,3,0,203,25,0,10,2319,0
16425,L111488,DummyIndexExtensionFactory.java,community/kernel/src/test/java/org/neo4j/kernel/impl/index/DummyIndexExtensionFactory.java,L111487,1,0,55,21,0,11,5350,0
16426,L111489,DummyIndexImplementation.java,community/kernel/src/test/java/org/neo4j/kernel/impl/index/DummyIndexImplementation.java,L111487,2,0,178,4,0,2,1296,0
16427,L111490,IndexDefineCommandTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/index/IndexDefineCommandTest.java,L111487,3,0,23,3,0,1,505,0
16428,L111491,IndexEntityTypeTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/index/IndexEntityTypeTest.java,L111487,1,0,12,2,0,1,1296,0
16429,L111492,TestIndexImplOnNeo.java,community/kernel/src/test/java/org/neo4j/kernel/impl/index/TestIndexImplOnNeo.java,L111487,1,0,75,21,0,9,665,0
16430,L111493,TestIndexProviderStore.java,community/kernel/src/test/java/org/neo4j/kernel/impl/index/TestIndexProviderStore.java,L111487,6,0,170,30,0,7,5350,0
16431,L112151,AcquireAndReleaseLocksCompatibility.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/AcquireAndReleaseLocksCompatibility.java,L112150,1,0,102,7,0,3,2319,0
16432,L112152,DeadlockCompatibility.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/DeadlockCompatibility.java,L112150,7,0,93,2,0,2,665,0
16433,L112153,LegacyDeadlockCompatibility.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LegacyDeadlockCompatibility.java,L112150,25,0,297,6,0,3,5350,0
