,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,Number of bugs
5762,L27136,SocketSpdyEchoTest.java,testsuite/src/test/java/io/netty/testsuite/transport/socket/SocketSpdyEchoTest.java,L27122,24,0,213,0,17,4057,2,0
5763,L27137,SocketSslEchoTest.java,testsuite/src/test/java/io/netty/testsuite/transport/socket/SocketSslEchoTest.java,L27122,20,0,153,1,18,1649,3,0
5764,L27138,SocketStartTlsTest.java,testsuite/src/test/java/io/netty/testsuite/transport/socket/SocketStartTlsTest.java,L27122,19,0,177,1,5,4057,2,0
5765,L27139,SocketStringEchoTest.java,testsuite/src/test/java/io/netty/testsuite/transport/socket/SocketStringEchoTest.java,L27122,20,0,131,1,8,4057,2,0
5766,L27140,SocketTestPermutation.java,testsuite/src/test/java/io/netty/testsuite/transport/socket/SocketTestPermutation.java,L27122,7,0,159,3,32,4057,3,0
5767,L28051,AbstractChannel.java,transport/src/main/java/io/netty/channel/AbstractChannel.java,L28050,91,0,784,7,104,1649,4,9
5768,L28052,AbstractServerChannel.java,transport/src/main/java/io/netty/channel/AbstractServerChannel.java,L28050,3,0,79,0,40,1649,3,1
5769,L28053,BlockingOperationException.java,transport/src/main/java/io/netty/channel/BlockingOperationException.java,L28050,1,0,14,0,5,4057,2,0
5770,L28054,Channel.java,transport/src/main/java/io/netty/channel/Channel.java,L28050,1,0,44,1,49,1649,3,1
5771,L28055,ChannelConfig.java,transport/src/main/java/io/netty/channel/ChannelConfig.java,L28050,1,0,20,1,17,4057,3,1
5772,L28056,ChannelDuplexHandler.java,transport/src/main/java/io/netty/channel/ChannelDuplexHandler.java,L28050,1,0,37,0,2,4057,1,0
5773,L28057,ChannelException.java,transport/src/main/java/io/netty/channel/ChannelException.java,L28050,1,0,15,0,5,4057,2,0
5774,L28058,ChannelFlushPromiseNotifier.java,transport/src/main/java/io/netty/channel/ChannelFlushPromiseNotifier.java,L28050,22,0,142,1,3,1649,1,0
5775,L28059,ChannelFuture.java,transport/src/main/java/io/netty/channel/ChannelFuture.java,L28050,1,0,23,0,17,4057,3,0
5776,L28060,ChannelFutureListener.java,transport/src/main/java/io/netty/channel/ChannelFutureListener.java,L28050,3,0,27,0,6,1649,2,0
5777,L28061,ChannelHandler.java,transport/src/main/java/io/netty/channel/ChannelHandler.java,L28050,1,0,25,0,18,4057,4,2
5778,L28062,ChannelHandlerAdapter.java,transport/src/main/java/io/netty/channel/ChannelHandlerAdapter.java,L28050,1,0,29,0,21,4057,2,2
5779,L28063,ChannelHandlerContext.java,transport/src/main/java/io/netty/channel/ChannelHandlerContext.java,L28050,1,0,46,1,37,1649,3,0
5780,L28064,ChannelHandlerType.java,transport/src/main/java/io/netty/channel/ChannelHandlerType.java,L28050,3,0,14,0,9,72,3,0
5781,L28065,ChannelInboundByteHandler.java,transport/src/main/java/io/netty/channel/ChannelInboundByteHandler.java,L28050,1,0,7,0,8,4057,3,0
5782,L28066,ChannelInboundByteHandlerAdapter.java,transport/src/main/java/io/netty/channel/ChannelInboundByteHandlerAdapter.java,L28050,1,0,22,1,23,4057,4,0
5783,L28067,ChannelInboundHandler.java,transport/src/main/java/io/netty/channel/ChannelInboundHandler.java,L28050,1,0,6,1,15,1649,3,0
5784,L28068,ChannelInboundInvoker.java,transport/src/main/java/io/netty/channel/ChannelInboundInvoker.java,L28050,1,0,11,0,11,1649,2,0
5785,L28069,ChannelInboundMessageHandler.java,transport/src/main/java/io/netty/channel/ChannelInboundMessageHandler.java,L28050,1,0,6,0,7,72,3,0
5786,L28070,ChannelInboundMessageHandlerAdapter.java,transport/src/main/java/io/netty/channel/ChannelInboundMessageHandlerAdapter.java,L28050,10,0,78,5,49,4057,5,2
5787,L28071,ChannelInitializer.java,transport/src/main/java/io/netty/channel/ChannelInitializer.java,L28050,4,0,38,0,18,1649,3,0
5788,L28072,ChannelMetadata.java,transport/src/main/java/io/netty/channel/ChannelMetadata.java,L28050,2,0,20,0,5,1649,3,0
5789,L28073,ChannelOperationHandler.java,transport/src/main/java/io/netty/channel/ChannelOperationHandler.java,L28050,1,0,14,0,11,1649,2,0
5790,L28074,ChannelOperationHandlerAdapter.java,transport/src/main/java/io/netty/channel/ChannelOperationHandlerAdapter.java,L28050,1,0,37,0,14,4057,2,0
5791,L28075,ChannelOption.java,transport/src/main/java/io/netty/channel/ChannelOption.java,L28050,2,0,61,1,19,1649,3,1
5792,L28076,ChannelOutboundByteHandler.java,transport/src/main/java/io/netty/channel/ChannelOutboundByteHandler.java,L28050,1,0,7,0,7,4057,2,0
5793,L28077,ChannelOutboundByteHandlerAdapter.java,transport/src/main/java/io/netty/channel/ChannelOutboundByteHandlerAdapter.java,L28050,1,0,22,1,17,4057,3,0
5794,L28078,ChannelOutboundHandler.java,transport/src/main/java/io/netty/channel/ChannelOutboundHandler.java,L28050,1,0,6,1,13,1649,2,0
5795,L28079,ChannelOutboundInvoker.java,transport/src/main/java/io/netty/channel/ChannelOutboundInvoker.java,L28050,1,0,23,1,15,1649,2,0
5796,L28080,ChannelOutboundMessageHandler.java,transport/src/main/java/io/netty/channel/ChannelOutboundMessageHandler.java,L28050,1,0,6,0,6,1649,2,0
5797,L28081,ChannelOutboundMessageHandlerAdapter.java,transport/src/main/java/io/netty/channel/ChannelOutboundMessageHandlerAdapter.java,L28050,12,0,102,2,25,4057,2,1
5798,L28082,ChannelPipeline.java,transport/src/main/java/io/netty/channel/ChannelPipeline.java,L28050,1,0,73,4,32,1649,3,0
5799,L28083,ChannelPipelineException.java,transport/src/main/java/io/netty/channel/ChannelPipelineException.java,L28050,1,0,15,0,6,4057,2,0
5800,L28084,ChannelPromise.java,transport/src/main/java/io/netty/channel/ChannelPromise.java,L28050,1,0,23,0,3,1649,1,0
5801,L28085,ChannelPromiseAggregator.java,transport/src/main/java/io/netty/channel/ChannelPromiseAggregator.java,L28050,9,0,46,0,3,1649,2,0
5802,L28086,ChannelPromiseNotifier.java,transport/src/main/java/io/netty/channel/ChannelPromiseNotifier.java,L28050,7,0,28,0,1,1649,1,0
5803,L28087,ChannelPropertyAccess.java,transport/src/main/java/io/netty/channel/ChannelPropertyAccess.java,L28050,1,0,10,1,3,1649,2,0
5804,L28088,ChannelStateHandler.java,transport/src/main/java/io/netty/channel/ChannelStateHandler.java,L28050,1,0,9,0,14,4057,3,1
5805,L28089,ChannelStateHandlerAdapter.java,transport/src/main/java/io/netty/channel/ChannelStateHandlerAdapter.java,L28050,1,0,23,0,14,4057,2,1
5806,L28090,ChannelTaskScheduler.java,transport/src/main/java/io/netty/channel/ChannelTaskScheduler.java,L28050,61,0,363,0,6,1649,3,0
5807,L28091,CombinedChannelDuplexHandler.java,transport/src/main/java/io/netty/channel/CombinedChannelDuplexHandler.java,L28050,16,0,175,0,1,4057,1,1
5808,L28092,CompleteChannelFuture.java,transport/src/main/java/io/netty/channel/CompleteChannelFuture.java,L28050,9,0,81,0,15,1649,3,0
5809,L28093,CompleteChannelPromise.java,transport/src/main/java/io/netty/channel/CompleteChannelPromise.java,L28050,1,0,46,0,3,1649,1,0
5810,L28094,DefaultChannelConfig.java,transport/src/main/java/io/netty/channel/DefaultChannelConfig.java,L28050,22,0,144,1,15,4057,3,2
5811,L28095,DefaultChannelHandlerContext.java,transport/src/main/java/io/netty/channel/DefaultChannelHandlerContext.java,L28050,219,0,1449,13,91,1649,4,8
5812,L28096,DefaultChannelPipeline.java,transport/src/main/java/io/netty/channel/DefaultChannelPipeline.java,L28050,100,0,1066,11,134,1649,5,9
5813,L28097,DefaultChannelPromise.java,transport/src/main/java/io/netty/channel/DefaultChannelPromise.java,L28050,66,0,417,0,8,4057,2,0
5814,L28098,DefaultEventExecutor.java,transport/src/main/java/io/netty/channel/DefaultEventExecutor.java,L28050,5,0,22,1,16,1649,3,0
5815,L28099,DefaultEventExecutorGroup.java,transport/src/main/java/io/netty/channel/DefaultEventExecutorGroup.java,L28050,1,0,15,1,7,1649,3,0
5816,L28100,DefaultFileRegion.java,transport/src/main/java/io/netty/channel/DefaultFileRegion.java,L28050,9,0,58,0,10,1649,3,0
5817,L28101,EventExecutor.java,transport/src/main/java/io/netty/channel/EventExecutor.java,L28050,1,0,9,0,13,1649,3,0
5818,L28102,EventExecutorGroup.java,transport/src/main/java/io/netty/channel/EventExecutorGroup.java,L28050,1,0,10,0,4,72,3,0
5819,L28103,EventLoop.java,transport/src/main/java/io/netty/channel/EventLoop.java,L28050,1,0,5,0,13,1649,3,0
5820,L28104,EventLoopException.java,transport/src/main/java/io/netty/channel/EventLoopException.java,L28050,1,0,15,0,5,1649,2,0
5821,L28105,EventLoopGroup.java,transport/src/main/java/io/netty/channel/EventLoopGroup.java,L28050,1,0,7,0,5,1649,3,0
5822,L28106,FailedChannelFuture.java,transport/src/main/java/io/netty/channel/FailedChannelFuture.java,L28050,4,0,36,0,13,1649,3,0
5823,L28107,FileRegion.java,transport/src/main/java/io/netty/channel/FileRegion.java,L28050,1,0,10,0,4,1649,2,0
5824,L28108,MultithreadEventExecutorGroup.java,transport/src/main/java/io/netty/channel/MultithreadEventExecutorGroup.java,L28050,26,0,137,1,16,4057,4,0
5825,L28109,MultithreadEventLoopGroup.java,transport/src/main/java/io/netty/channel/MultithreadEventLoopGroup.java,L28050,1,0,20,0,5,1649,3,1
5826,L28110,NoSuchBufferException.java,transport/src/main/java/io/netty/channel/NoSuchBufferException.java,L28050,1,0,15,0,7,72,3,0
5827,L28111,package-info.java,transport/src/main/java/io/netty/channel/package-info.java,L28050,1,0,1,0,4,4057,2,0
5828,L28112,PartialFlushException.java,transport/src/main/java/io/netty/channel/PartialFlushException.java,L28050,1,0,13,1,2,4057,2,0
5829,L28113,ServerChannel.java,transport/src/main/java/io/netty/channel/ServerChannel.java,L28050,1,0,4,0,3,4057,2,0
5830,L28114,SingleThreadEventExecutor.java,transport/src/main/java/io/netty/channel/SingleThreadEventExecutor.java,L28050,45,0,347,1,28,1649,3,1
5831,L28115,SingleThreadEventLoop.java,transport/src/main/java/io/netty/channel/SingleThreadEventLoop.java,L28050,4,0,42,1,36,4057,4,2
5832,L28116,SucceededChannelFuture.java,transport/src/main/java/io/netty/channel/SucceededChannelFuture.java,L28050,1,0,22,0,14,1649,3,0
5833,L28117,VoidChannelPromise.java,transport/src/main/java/io/netty/channel/VoidChannelPromise.java,L28050,3,0,106,0,3,1649,1,2
5834,L38244,AbstractBootstrap.java,transport/src/main/java/io/netty/bootstrap/AbstractBootstrap.java,L38243,24,0,244,0,20,4057,4,1
5835,L38245,Bootstrap.java,transport/src/main/java/io/netty/bootstrap/Bootstrap.java,L38243,13,0,139,1,33,1649,3,1
5836,L38246,ChannelFactory.java,transport/src/main/java/io/netty/bootstrap/ChannelFactory.java,L38243,1,0,5,0,4,4057,1,0
5837,L38247,package-info.java,transport/src/main/java/io/netty/bootstrap/package-info.java,L38243,1,0,1,0,6,4057,2,0
5838,L38248,ServerBootstrap.java,transport/src/main/java/io/netty/bootstrap/ServerBootstrap.java,L38243,27,0,260,2,65,1649,3,1
5839,L30349,AbstractAioChannel.java,transport/src/main/java/io/netty/channel/aio/AbstractAioChannel.java,L30348,14,0,110,0,1,1649,1,1
5840,L30350,AioChannelFinder.java,transport/src/main/java/io/netty/channel/aio/AioChannelFinder.java,L30348,1,0,4,0,1,1649,1,0
5841,L30351,AioCompletionHandler.java,transport/src/main/java/io/netty/channel/aio/AioCompletionHandler.java,L30348,5,0,59,0,1,1649,1,1
5842,L30352,AioEventLoop.java,transport/src/main/java/io/netty/channel/aio/AioEventLoop.java,L30348,8,0,70,0,1,1649,1,2
5843,L30353,AioEventLoopGroup.java,transport/src/main/java/io/netty/channel/aio/AioEventLoopGroup.java,L30348,10,0,132,0,3,1649,2,1
5844,L30354,package-info.java,transport/src/main/java/io/netty/channel/aio/package-info.java,L30348,1,0,1,0,1,1649,1,0
5845,L30355,ReflectiveAioChannelFinder.java,transport/src/main/java/io/netty/channel/aio/ReflectiveAioChannelFinder.java,L30348,9,0,52,0,1,1649,1,0
5846,L30356,UnsafeAioChannelFinder.java,transport/src/main/java/io/netty/channel/aio/UnsafeAioChannelFinder.java,L30348,9,0,54,0,1,1649,1,0
5847,L33291,AbstractEmbeddedChannel.java,transport/src/main/java/io/netty/channel/embedded/AbstractEmbeddedChannel.java,L33290,23,0,242,2,33,1649,3,0
5848,L33292,EmbeddedByteChannel.java,transport/src/main/java/io/netty/channel/embedded/EmbeddedByteChannel.java,L33290,2,0,49,1,23,4057,3,0
5849,L33293,EmbeddedEventLoop.java,transport/src/main/java/io/netty/channel/embedded/EmbeddedEventLoop.java,L33290,4,0,99,1,8,1649,3,1
5850,L33294,EmbeddedMessageChannel.java,transport/src/main/java/io/netty/channel/embedded/EmbeddedMessageChannel.java,L33290,1,0,43,1,20,4057,3,0
5851,L33295,EmbeddedSocketAddress.java,transport/src/main/java/io/netty/channel/embedded/EmbeddedSocketAddress.java,L33290,1,0,5,0,5,1649,2,0
5852,L33296,package-info.java,transport/src/main/java/io/netty/channel/embedded/package-info.java,L33290,1,0,1,0,5,1649,2,0
5853,L33584,ChannelGroup.java,transport/src/main/java/io/netty/channel/group/ChannelGroup.java,L33583,1,0,22,0,14,4057,2,1
5854,L33585,ChannelGroupFuture.java,transport/src/main/java/io/netty/channel/group/ChannelGroupFuture.java,L33583,1,0,27,0,9,4057,2,1
5855,L33586,ChannelGroupFutureListener.java,transport/src/main/java/io/netty/channel/group/ChannelGroupFutureListener.java,L33583,1,0,5,0,3,4057,2,0
5856,L33587,CombinedIterator.java,transport/src/main/java/io/netty/channel/group/CombinedIterator.java,L33583,9,0,50,0,4,4057,2,0
5857,L33588,DefaultChannelGroup.java,transport/src/main/java/io/netty/channel/group/DefaultChannelGroup.java,L33583,27,0,221,0,13,4057,2,5
5858,L33589,DefaultChannelGroupFuture.java,transport/src/main/java/io/netty/channel/group/DefaultChannelGroupFuture.java,L33583,49,0,298,0,18,1649,3,3
5859,L33590,package-info.java,transport/src/main/java/io/netty/channel/group/package-info.java,L33583,1,0,1,0,4,4057,2,0
5860,L33858,LocalAddress.java,transport/src/main/java/io/netty/channel/local/LocalAddress.java,L33857,4,0,50,0,7,4057,2,1
5861,L33859,LocalChannel.java,transport/src/main/java/io/netty/channel/local/LocalChannel.java,L33857,21,0,262,1,31,4057,3,5
5862,L33860,LocalChannelRegistry.java,transport/src/main/java/io/netty/channel/local/LocalChannelRegistry.java,L33857,5,0,37,0,5,4057,2,0
5863,L33861,LocalEventLoop.java,transport/src/main/java/io/netty/channel/local/LocalEventLoop.java,L33857,5,0,24,1,15,4057,3,1
5864,L33862,LocalEventLoopGroup.java,transport/src/main/java/io/netty/channel/local/LocalEventLoopGroup.java,L33857,1,0,21,1,7,1649,3,1
5865,L33863,LocalServerChannel.java,transport/src/main/java/io/netty/channel/local/LocalServerChannel.java,L33857,6,0,120,0,17,4057,3,1
5866,L33864,package-info.java,transport/src/main/java/io/netty/channel/local/package-info.java,L33857,1,0,1,0,4,4057,2,0
5867,L34472,AbstractNioByteChannel.java,transport/src/main/java/io/netty/channel/nio/AbstractNioByteChannel.java,L34471,32,0,181,0,5,1649,2,4
5868,L34473,AbstractNioChannel.java,transport/src/main/java/io/netty/channel/nio/AbstractNioChannel.java,L34471,25,0,198,0,4,1649,2,0
5869,L34474,AbstractNioMessageChannel.java,transport/src/main/java/io/netty/channel/nio/AbstractNioMessageChannel.java,L34471,18,0,85,0,3,4057,2,3
5870,L34475,NioEventLoop.java,transport/src/main/java/io/netty/channel/nio/NioEventLoop.java,L34471,66,0,376,0,6,1649,2,3
5871,L34476,NioEventLoopGroup.java,transport/src/main/java/io/netty/channel/nio/NioEventLoopGroup.java,L34471,2,0,33,0,1,1649,1,1
5872,L34477,NioTask.java,transport/src/main/java/io/netty/channel/nio/NioTask.java,L34471,1,0,8,0,1,1649,1,0
5873,L34478,package-info.java,transport/src/main/java/io/netty/channel/nio/package-info.java,L34471,1,0,1,0,1,1649,1,0
5874,L34479,SelectorUtil.java,transport/src/main/java/io/netty/channel/nio/SelectorUtil.java,L34471,4,0,56,0,3,1649,2,0
5875,L34871,AbstractOioByteChannel.java,transport/src/main/java/io/netty/channel/oio/AbstractOioByteChannel.java,L34870,22,0,121,0,2,4057,2,1
5876,L34872,AbstractOioChannel.java,transport/src/main/java/io/netty/channel/oio/AbstractOioChannel.java,L34870,7,0,73,0,1,1649,1,0
5877,L34873,AbstractOioMessageChannel.java,transport/src/main/java/io/netty/channel/oio/AbstractOioMessageChannel.java,L34870,11,0,55,0,2,4057,2,0
5878,L34874,OioByteStreamChannel.java,transport/src/main/java/io/netty/channel/oio/OioByteStreamChannel.java,L34870,20,0,114,0,2,1649,1,0
5879,L34875,OioEventLoop.java,transport/src/main/java/io/netty/channel/oio/OioEventLoop.java,L34870,13,0,70,0,1,1649,1,0
5880,L34876,OioEventLoopGroup.java,transport/src/main/java/io/netty/channel/oio/OioEventLoopGroup.java,L34870,33,0,165,0,1,1649,1,0
5881,L34877,package-info.java,transport/src/main/java/io/netty/channel/oio/package-info.java,L34870,1,0,1,0,1,1649,1,0
5882,L35249,ChannelInputShutdownEvent.java,transport/src/main/java/io/netty/channel/socket/ChannelInputShutdownEvent.java,L35248,1,0,7,0,1,1649,1,0
5883,L35250,DatagramChannel.java,transport/src/main/java/io/netty/channel/socket/DatagramChannel.java,L35248,1,0,43,0,14,4057,3,0
5884,L35251,DatagramChannelConfig.java,transport/src/main/java/io/netty/channel/socket/DatagramChannelConfig.java,L35248,1,0,37,0,10,4057,2,1
5885,L35252,DatagramPacket.java,transport/src/main/java/io/netty/channel/socket/DatagramPacket.java,L35248,3,0,31,0,12,4057,2,0
5886,L35253,DefaultDatagramChannelConfig.java,transport/src/main/java/io/netty/channel/socket/DefaultDatagramChannelConfig.java,L35248,53,0,324,0,22,1649,3,1
5887,L35254,DefaultServerSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/DefaultServerSocketChannelConfig.java,L35248,13,0,121,0,15,1649,3,1
5888,L35255,DefaultSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/DefaultSocketChannelConfig.java,L35248,35,0,242,0,13,4057,3,1
5889,L35256,InternetProtocolFamily.java,transport/src/main/java/io/netty/channel/socket/InternetProtocolFamily.java,L35248,1,0,5,0,6,1649,2,0
5890,L35257,package-info.java,transport/src/main/java/io/netty/channel/socket/package-info.java,L35248,1,0,1,0,4,4057,2,0
5891,L35258,ServerSocketChannel.java,transport/src/main/java/io/netty/channel/socket/ServerSocketChannel.java,L35248,1,0,11,0,5,4057,2,0
5892,L35259,ServerSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/ServerSocketChannelConfig.java,L35248,1,0,22,0,7,4057,2,1
5893,L35260,SocketChannel.java,transport/src/main/java/io/netty/channel/socket/SocketChannel.java,L35248,1,0,20,1,12,4057,3,0
5894,L35261,SocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/SocketChannelConfig.java,L35248,1,0,35,0,14,4057,3,1
5895,L35264,AioServerSocketChannel.java,transport/src/main/java/io/netty/channel/socket/aio/AioServerSocketChannel.java,L35263,12,0,150,1,36,1649,4,0
5896,L35265,AioServerSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/aio/AioServerSocketChannelConfig.java,L35263,18,0,166,1,24,4057,5,0
5897,L35266,AioSocketChannel.java,transport/src/main/java/io/netty/channel/socket/aio/AioSocketChannel.java,L35263,58,0,437,11,97,1649,5,3
5898,L35267,AioSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/aio/AioSocketChannelConfig.java,L35263,1,0,37,1,26,4057,5,0
5899,L35268,DefaultAioSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/aio/DefaultAioSocketChannelConfig.java,L35263,35,0,283,0,6,4057,2,0
5900,L35269,package-info.java,transport/src/main/java/io/netty/channel/socket/aio/package-info.java,L35263,1,0,1,0,5,1649,3,0
5901,L36309,NioDatagramChannel.java,transport/src/main/java/io/netty/channel/socket/nio/NioDatagramChannel.java,L36308,50,0,393,3,61,4057,3,0
5902,L36310,NioDatagramChannelConfig.java,transport/src/main/java/io/netty/channel/socket/nio/NioDatagramChannelConfig.java,L36308,8,0,145,0,14,1649,3,0
5903,L36311,NioServerSocketChannel.java,transport/src/main/java/io/netty/channel/socket/nio/NioServerSocketChannel.java,L36308,3,0,97,1,46,1649,3,0
5904,L36312,NioSocketChannel.java,transport/src/main/java/io/netty/channel/socket/nio/NioSocketChannel.java,L36308,18,0,184,2,59,1649,3,1
5905,L36313,package-info.java,transport/src/main/java/io/netty/channel/socket/nio/package-info.java,L36308,1,0,1,0,3,4057,2,0
5906,L36314,ProtocolFamilyConverter.java,transport/src/main/java/io/netty/channel/socket/nio/ProtocolFamilyConverter.java,L36308,3,0,18,0,6,1649,2,0
5907,L36685,DefaultOioServerSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/oio/DefaultOioServerSocketChannelConfig.java,L36684,5,0,96,0,2,4057,2,1
5908,L36686,DefaultOioSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/oio/DefaultOioSocketChannelConfig.java,L36684,5,0,120,0,2,4057,2,1
5909,L36687,OioDatagramChannel.java,transport/src/main/java/io/netty/channel/socket/oio/OioDatagramChannel.java,L36684,24,0,311,1,46,1649,3,0
5910,L36688,OioServerSocketChannel.java,transport/src/main/java/io/netty/channel/socket/oio/OioServerSocketChannel.java,L36684,14,0,144,1,37,1649,3,0
5911,L36689,OioServerSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/oio/OioServerSocketChannelConfig.java,L36684,1,0,24,0,2,4057,2,1
5912,L36690,OioSocketChannel.java,transport/src/main/java/io/netty/channel/socket/oio/OioSocketChannel.java,L36684,15,0,168,3,47,1649,3,0
5913,L36691,OioSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/oio/OioSocketChannelConfig.java,L36684,1,0,35,0,2,4057,2,1
5914,L36692,package-info.java,transport/src/main/java/io/netty/channel/socket/oio/package-info.java,L36684,1,0,1,0,3,4057,2,0
5915,L28123,AbstractEventLoopTest.java,transport/src/test/java/io/netty/channel/AbstractEventLoopTest.java,L28122,1,0,56,1,4,4057,2,0
5916,L28124,CompleteChannelFutureTest.java,transport/src/test/java/io/netty/channel/CompleteChannelFutureTest.java,L28122,1,0,57,0,11,1649,3,0
5917,L28125,DefaultChannelPipelineTest.java,transport/src/test/java/io/netty/channel/DefaultChannelPipelineTest.java,L28122,12,0,293,1,21,1649,3,0
5918,L28126,FailedChannelFutureTest.java,transport/src/test/java/io/netty/channel/FailedChannelFutureTest.java,L28122,1,0,18,0,5,4057,2,0
5919,L28127,SingleThreadEventLoopTest.java,transport/src/test/java/io/netty/channel/SingleThreadEventLoopTest.java,L28122,25,0,213,2,20,4057,3,0
5920,L28128,SucceededChannelFutureTest.java,transport/src/test/java/io/netty/channel/SucceededChannelFutureTest.java,L28122,1,0,13,0,5,4057,2,0
5921,L30358,AbstractAioChannelFinderTest.java,transport/src/test/java/io/netty/channel/aio/AbstractAioChannelFinderTest.java,L30357,1,0,64,0,1,1649,1,0
5922,L30359,AioEventLoopTest.java,transport/src/test/java/io/netty/channel/aio/AioEventLoopTest.java,L30357,1,0,15,0,1,1649,1,0
5923,L30360,ReflectiveAioChannelFinderTest.java,transport/src/test/java/io/netty/channel/aio/ReflectiveAioChannelFinderTest.java,L30357,1,0,7,0,1,1649,1,0
5924,L30361,UnsafeAioChannelFinderTest.java,transport/src/test/java/io/netty/channel/aio/UnsafeAioChannelFinderTest.java,L30357,1,0,7,0,1,1649,1,0
5925,L33866,LocalChannelRegistryTest.java,transport/src/test/java/io/netty/channel/local/LocalChannelRegistryTest.java,L33865,2,0,61,0,21,1649,3,0
5926,L33867,LocalTransportThreadModelTest.java,transport/src/test/java/io/netty/channel/local/LocalTransportThreadModelTest.java,L33865,64,0,627,1,50,4057,3,0
5927,L33868,LocalTransportThreadModelTest2.java,transport/src/test/java/io/netty/channel/local/LocalTransportThreadModelTest2.java,L33865,10,0,94,1,10,1649,3,0
5928,L34481,NioEventLoopTest.java,transport/src/test/java/io/netty/channel/nio/NioEventLoopTest.java,L34480,1,0,15,0,2,4057,2,0
5929,L28138,DefaultRxtxChannelConfig.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/DefaultRxtxChannelConfig.java,L28137,16,0,152,0,2,17,2,2
5930,L28139,package-info.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/package-info.java,L28137,1,0,1,0,3,1649,2,0
5931,L28140,RxtxChannel.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/RxtxChannel.java,L28137,11,0,138,1,10,1649,3,1
5932,L28141,RxtxChannelConfig.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/RxtxChannelConfig.java,L28137,7,0,91,0,8,4057,3,2
5933,L28142,RxtxChannelOption.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/RxtxChannelOption.java,L28137,1,0,24,0,4,17,3,1
5934,L28143,RxtxDeviceAddress.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/RxtxDeviceAddress.java,L28137,1,0,12,0,4,4057,2,0
5935,L29358,DefaultUdtChannelConfig.java,transport-udt/src/main/java/io/netty/channel/udt/DefaultUdtChannelConfig.java,L29357,19,0,204,0,4,4057,3,1
5936,L29359,DefaultUdtServerChannelConfig.java,transport-udt/src/main/java/io/netty/channel/udt/DefaultUdtServerChannelConfig.java,L29357,4,0,117,0,2,4057,2,1
5937,L29360,package-info.java,transport-udt/src/main/java/io/netty/channel/udt/package-info.java,L29357,1,0,1,0,1,1649,1,0
5938,L29361,UdtChannel.java,transport-udt/src/main/java/io/netty/channel/udt/UdtChannel.java,L29357,1,0,12,0,1,1649,1,0
5939,L29362,UdtChannelConfig.java,transport-udt/src/main/java/io/netty/channel/udt/UdtChannelConfig.java,L29357,1,0,33,0,5,4057,3,1
5940,L29363,UdtChannelOption.java,transport-udt/src/main/java/io/netty/channel/udt/UdtChannelOption.java,L29357,1,0,16,0,3,1649,2,0
5941,L29364,UdtMessage.java,transport-udt/src/main/java/io/netty/channel/udt/UdtMessage.java,L29357,1,0,14,0,1,1649,1,0
5942,L29365,UdtServerChannel.java,transport-udt/src/main/java/io/netty/channel/udt/UdtServerChannel.java,L29357,1,0,5,0,2,4057,2,0
5943,L29366,UdtServerChannelConfig.java,transport-udt/src/main/java/io/netty/channel/udt/UdtServerChannelConfig.java,L29357,1,0,35,0,2,4057,2,1
5944,L29536,NioUdtAcceptorChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtAcceptorChannel.java,L29535,4,0,93,0,5,1649,3,0
5945,L29537,NioUdtByteAcceptorChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtByteAcceptorChannel.java,L29535,2,0,28,0,3,1649,2,0
5946,L29538,NioUdtByteConnectorChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtByteConnectorChannel.java,L29535,16,0,158,0,5,1649,2,0
5947,L29539,NioUdtByteRendezvousChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtByteRendezvousChannel.java,L29535,1,0,7,0,2,9,2,0
5948,L29540,NioUdtMessageAcceptorChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtMessageAcceptorChannel.java,L29535,2,0,28,0,3,1649,2,0
5949,L29541,NioUdtMessageConnectorChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtMessageConnectorChannel.java,L29535,21,0,190,0,6,1649,2,0
5950,L29542,NioUdtMessageRendezvousChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtMessageRendezvousChannel.java,L29535,1,0,9,0,1,1649,1,0
