,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,Number of bugs
8503,L32018,OKeyProvider.java,core/src/main/java/com/orientechnologies/orient/core/metadata/security/jwt/OKeyProvider.java,L32014,1,0,6,0,4,4,327,0
8504,L37414,OBinarySerializerFactory.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/binary/OBinarySerializerFactory.java,L37413,10,0,95,1,50,9,3122,0
8505,L37907,OObjectSerializer.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/object/OObjectSerializer.java,L37906,1,0,5,0,4,0,0,0
8506,L37908,OObjectSerializerHelperDocument.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/object/OObjectSerializerHelperDocument.java,L37906,12,0,56,0,3,1,3122,0
8507,L37909,OObjectSerializerHelperInterface.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/object/OObjectSerializerHelperInterface.java,L37906,1,0,14,0,1,0,0,0
8508,L37910,OObjectSerializerHelperManager.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/object/OObjectSerializerHelperManager.java,L37906,1,0,30,0,1,0,0,0
8509,L38477,ORecordSerializer.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/ORecordSerializer.java,L38476,1,0,8,0,18,5,3122,0
8510,L38478,ORecordSerializerFactory.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/ORecordSerializerFactory.java,L38476,5,0,53,0,10,2,3122,0
8511,L38479,ORecordSerializerRaw.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/ORecordSerializerRaw.java,L38476,2,0,38,0,13,2,561,0
8512,L38480,OSerializationSetThreadLocal.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/OSerializationSetThreadLocal.java,L38476,3,0,52,0,26,6,3122,0
8513,L38481,OSerializationThreadLocal.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/OSerializationThreadLocal.java,L38476,1,0,27,0,18,3,3122,0
8514,L39375,OStreamSerializer.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializer.java,L39374,1,0,7,0,7,0,0,0
8515,L39376,OStreamSerializerAnyRecord.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerAnyRecord.java,L39374,11,0,45,0,18,4,561,0
8516,L39377,OStreamSerializerAnyRuntime.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerAnyRuntime.java,L39374,5,0,39,0,17,5,1345,0
8517,L39378,OStreamSerializerAnyStatic.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerAnyStatic.java,L39374,5,0,32,0,5,0,0,0
8518,L39379,OStreamSerializerAnyStreamable.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerAnyStreamable.java,L39374,13,0,72,0,17,4,1345,0
8519,L39380,OStreamSerializerFactory.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerFactory.java,L39374,12,0,32,0,17,2,3122,0
8520,L39381,OStreamSerializerHelper.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerHelper.java,L39374,4,0,35,0,4,2,561,0
8521,L39382,OStreamSerializerInteger.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerInteger.java,L39374,1,0,16,0,3,0,0,0
8522,L39383,OStreamSerializerListRID.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerListRID.java,L39374,3,0,108,0,33,5,3122,0
8523,L39384,OStreamSerializerLiteral.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerLiteral.java,L39374,2,0,22,0,6,0,0,0
8524,L39385,OStreamSerializerLong.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerLong.java,L39374,1,0,16,0,6,0,0,0
8525,L39386,OStreamSerializerOldRIDContainer.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerOldRIDContainer.java,L39374,7,0,151,1,25,6,3122,0
8526,L39387,OStreamSerializerRecord.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerRecord.java,L39374,5,0,30,0,10,1,561,0
8527,L39388,OStreamSerializerRID.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerRID.java,L39374,3,0,81,0,27,7,3122,0
8528,L39389,OStreamSerializerSBTreeIndexRIDContainer.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerSBTreeIndexRIDContainer.java,L39374,16,0,224,1,36,6,3122,0
8529,L39390,OStreamSerializerString.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/stream/OStreamSerializerString.java,L39374,1,0,16,0,5,0,0,0
8530,L39886,OStringBuilderSerializable.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/string/OStringBuilderSerializable.java,L39885,1,0,6,0,3,0,0,0
8531,L39887,OStringSerializer.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/string/OStringSerializer.java,L39885,1,0,6,0,6,0,0,0
8532,L39888,OStringSerializerAnyRuntime.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/string/OStringSerializerAnyRuntime.java,L39885,6,0,34,0,6,0,0,0
8533,L39889,OStringSerializerAnyStreamable.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/string/OStringSerializerAnyStreamable.java,L39885,9,0,46,0,15,0,0,0
8534,L39890,OStringSerializerEmbedded.java,core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/string/OStringSerializerEmbedded.java,L39885,12,0,61,0,6,4,3122,0
8535,L40689,OSQLFunctionDifference.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionDifference.java,L40688,13,0,93,1,34,10,3122,0
8536,L40690,OSQLFunctionDistinct.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionDistinct.java,L40688,3,0,29,1,24,8,2,0
8537,L40691,OSQLFunctionDocument.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionDocument.java,L40688,13,0,75,1,13,5,2,0
8538,L40692,OSQLFunctionFirst.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionFirst.java,L40688,4,0,38,1,21,7,3122,0
8539,L40693,OSQLFunctionIntersect.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionIntersect.java,L40688,14,0,70,1,30,8,2,0
8540,L40694,OSQLFunctionLast.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionLast.java,L40688,3,0,37,1,21,7,3122,0
8541,L40695,OSQLFunctionList.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionList.java,L40688,10,0,68,3,35,9,3122,0
8542,L40696,OSQLFunctionMap.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionMap.java,L40688,12,0,73,1,21,8,2,0
8543,L40697,OSQLFunctionMultiValueAbstract.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionMultiValueAbstract.java,L40688,1,0,20,1,8,4,2,0
8544,L40698,OSQLFunctionSet.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionSet.java,L40688,10,0,70,2,26,8,113,0
8545,L40699,OSQLFunctionTraversedEdge.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionTraversedEdge.java,L40688,1,0,13,0,3,2,3122,0
8546,L40700,OSQLFunctionTraversedElement.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionTraversedElement.java,L40688,22,0,93,0,15,6,3122,0
8547,L40701,OSQLFunctionTraversedVertex.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionTraversedVertex.java,L40688,1,0,13,0,3,2,3122,0
8548,L40702,OSQLFunctionUnionAll.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLFunctionUnionAll.java,L40688,10,0,55,1,12,5,2,0
8549,L40703,OSQLMethodMultiValue.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/coll/OSQLMethodMultiValue.java,L40688,9,0,41,1,5,4,2,0
8550,L41075,OSQLMethodAsDate.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/conversion/OSQLMethodAsDate.java,L41074,5,0,33,1,6,4,2,0
8551,L41076,OSQLMethodAsDateTime.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/conversion/OSQLMethodAsDateTime.java,L41074,5,0,33,1,6,4,2,0
8552,L41077,OSQLMethodAsDecimal.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/conversion/OSQLMethodAsDecimal.java,L41074,2,0,19,1,5,4,2,0
8553,L41078,OSQLMethodConvert.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/conversion/OSQLMethodConvert.java,L41074,6,0,34,1,5,4,2,0
8554,L41079,package-info.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/conversion/package-info.java,L41074,1,0,1,0,4,3,1,0
8555,L41130,OSQLFunctionDistance.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/geo/OSQLFunctionDistance.java,L41129,10,0,48,1,27,7,3122,0
8556,L41159,OSQLFunctionAverage.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/math/OSQLFunctionAverage.java,L41158,16,0,88,2,44,11,327,0
8557,L41160,OSQLFunctionDecimal.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/math/OSQLFunctionDecimal.java,L41158,9,0,57,0,3,2,3122,0
8558,L41161,OSQLFunctionEval.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/math/OSQLFunctionEval.java,L41158,6,0,40,1,25,9,3122,0
8559,L41162,OSQLFunctionMathAbstract.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/math/OSQLFunctionMathAbstract.java,L41158,19,0,42,1,14,4,2,0
8560,L41163,OSQLFunctionMax.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/math/OSQLFunctionMax.java,L41158,20,0,67,1,39,9,2,0
8561,L41164,OSQLFunctionMin.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/math/OSQLFunctionMin.java,L41158,20,0,67,1,39,9,2,0
8562,L41165,OSQLFunctionSum.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/math/OSQLFunctionSum.java,L41158,11,0,61,1,33,8,2,0
8563,L41323,OSQLFunctionCoalesce.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLFunctionCoalesce.java,L41322,3,0,23,1,16,7,3122,0
8564,L41324,OSQLFunctionCount.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLFunctionCount.java,L41322,3,0,41,1,27,7,2,0
8565,L41325,OSQLFunctionDate.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLFunctionDate.java,L41322,7,0,52,1,28,7,1345,0
8566,L41326,OSQLFunctionDecode.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLFunctionDecode.java,L41322,2,0,27,1,21,10,2,0
8567,L41327,OSQLFunctionEncode.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLFunctionEncode.java,L41322,7,0,45,1,22,11,561,0
8568,L41328,OSQLFunctionFormat.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLFunctionFormat.java,L41322,2,0,20,1,23,7,2,0
8569,L41329,OSQLFunctionIf.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLFunctionIf.java,L41322,6,0,33,1,17,8,561,0
8570,L41330,OSQLFunctionIfNull.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLFunctionIfNull.java,L41322,3,0,24,1,16,7,2,0
8571,L41331,OSQLFunctionSysdate.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLFunctionSysdate.java,L41322,4,0,40,1,33,7,2,0
8572,L41332,OSQLFunctionUUID.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLFunctionUUID.java,L41322,1,0,25,0,2,2,561,0
8573,L41333,OSQLMethodExclude.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLMethodExclude.java,L41322,12,0,66,2,14,5,3122,0
8574,L41334,OSQLMethodInclude.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/misc/OSQLMethodInclude.java,L41322,11,0,58,2,7,4,3122,0
8575,L41753,OSQLFunctionMedian.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/stat/OSQLFunctionMedian.java,L41752,1,0,12,0,5,3,1345,0
8576,L41754,OSQLFunctionMode.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/stat/OSQLFunctionMode.java,L41752,11,0,78,0,5,3,1345,0
8577,L41755,OSQLFunctionPercentile.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/stat/OSQLFunctionPercentile.java,L41752,14,0,105,0,5,3,1345,0
8578,L41756,OSQLFunctionStandardDeviation.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/stat/OSQLFunctionStandardDeviation.java,L41752,2,0,27,0,3,3,1345,0
8579,L41757,OSQLFunctionVariance.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/stat/OSQLFunctionVariance.java,L41752,9,0,89,0,3,3,1345,0
8580,L41971,OSQLFunctionConcat.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/OSQLFunctionConcat.java,L41970,4,0,37,0,6,4,3122,0
8581,L41972,OSQLFunctionFormat.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/OSQLFunctionFormat.java,L41970,2,0,20,2,16,6,3122,0
8582,L41973,OSQLMethodAppend.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/OSQLMethodAppend.java,L41970,5,0,27,1,5,4,2,0
8583,L41974,OSQLMethodFromJSON.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/OSQLMethodFromJSON.java,L41970,4,0,29,0,7,4,3122,0
8584,L41975,OSQLMethodHash.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/OSQLMethodHash.java,L41970,5,0,32,0,2,1,3122,0
8585,L41976,OSQLMethodLength.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/OSQLMethodLength.java,L41970,2,0,21,1,5,4,2,0
8586,L41977,OSQLMethodReplace.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/OSQLMethodReplace.java,L41970,4,0,21,1,5,4,2,0
8587,L41978,OSQLMethodRight.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/OSQLMethodRight.java,L41970,4,0,23,1,5,4,2,0
8588,L41979,OSQLMethodSubString.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/OSQLMethodSubString.java,L41970,4,0,25,1,5,4,2,0
8589,L41980,OSQLMethodToJSON.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/OSQLMethodToJSON.java,L41970,6,0,30,1,8,4,3122,0
8590,L41981,package-info.java,core/src/main/java/com/orientechnologies/orient/core/sql/functions/text/package-info.java,L41970,1,0,1,0,4,3,1,0
8591,L42139,OAbstractSQLMethod.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OAbstractSQLMethod.java,L42138,9,0,79,1,10,7,2,0
8592,L42140,OSQLMethodAsBoolean.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodAsBoolean.java,L42138,6,0,27,1,15,8,2,0
8593,L42141,OSQLMethodAsFloat.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodAsFloat.java,L42138,3,0,18,1,15,8,2,0
8594,L42142,OSQLMethodAsInteger.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodAsInteger.java,L42138,3,0,18,1,15,8,2,0
8595,L42143,OSQLMethodAsList.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodAsList.java,L42138,8,0,42,1,17,5,3122,0
8596,L42144,OSQLMethodAsLong.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodAsLong.java,L42138,4,0,21,1,17,8,2,0
8597,L42145,OSQLMethodAsMap.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodAsMap.java,L42138,7,0,41,1,14,6,2,0
8598,L42146,OSQLMethodAsSet.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodAsSet.java,L42138,8,0,42,1,21,6,2,0
8599,L42147,OSQLMethodAsString.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodAsString.java,L42138,2,0,14,1,15,8,2,0
8600,L42148,OSQLMethodField.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodField.java,L42138,13,0,56,2,27,9,3122,0
8601,L42149,OSQLMethodFormat.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodFormat.java,L42138,6,0,34,1,31,9,3122,0
8602,L42150,OSQLMethodFunctionDelegate.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodFunctionDelegate.java,L42138,3,0,33,1,18,8,2,0
8603,L42151,OSQLMethodIndexOf.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodIndexOf.java,L42138,3,0,16,1,19,8,113,0
8604,L42152,OSQLMethodJavaType.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodJavaType.java,L42138,2,0,16,1,15,5,2,0
8605,L42153,OSQLMethodKeys.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodKeys.java,L42138,3,0,15,1,15,8,2,0
8606,L42154,OSQLMethodLastIndexOf.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodLastIndexOf.java,L42138,2,0,16,0,2,1,3122,0
8607,L42155,OSQLMethodNormalize.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodNormalize.java,L42138,6,0,27,1,20,10,1345,0
8608,L42156,OSQLMethodPrefix.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodPrefix.java,L42138,3,0,15,1,15,8,2,0
8609,L42157,OSQLMethodRemove.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodRemove.java,L42138,7,0,34,1,24,6,3122,0
8610,L42158,OSQLMethodRemoveAll.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodRemoveAll.java,L42138,7,0,30,1,18,6,3122,0
8611,L42159,OSQLMethodSize.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodSize.java,L42138,3,0,25,1,22,9,561,0
8612,L42160,OSQLMethodToLowerCase.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodToLowerCase.java,L42138,2,0,14,1,14,7,2,0
8613,L42161,OSQLMethodToUpperCase.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodToUpperCase.java,L42138,2,0,14,1,14,7,2,0
8614,L42162,OSQLMethodTrim.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodTrim.java,L42138,2,0,14,1,14,7,2,0
8615,L42163,OSQLMethodType.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodType.java,L42138,3,0,21,1,16,5,561,0
8616,L42164,OSQLMethodValues.java,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodValues.java,L42138,3,0,15,1,14,7,2,0
8617,L45196,OQueryOperatorDivide.java,core/src/main/java/com/orientechnologies/orient/core/sql/operator/math/OQueryOperatorDivide.java,L45195,19,0,67,0,9,0,0,0
8618,L45197,OQueryOperatorMinus.java,core/src/main/java/com/orientechnologies/orient/core/sql/operator/math/OQueryOperatorMinus.java,L45195,18,0,67,0,10,0,0,0
8619,L45198,OQueryOperatorMod.java,core/src/main/java/com/orientechnologies/orient/core/sql/operator/math/OQueryOperatorMod.java,L45195,19,0,66,0,10,0,0,0
8620,L45199,OQueryOperatorMultiply.java,core/src/main/java/com/orientechnologies/orient/core/sql/operator/math/OQueryOperatorMultiply.java,L45195,19,0,67,0,10,0,0,0
8621,L45200,OQueryOperatorPlus.java,core/src/main/java/com/orientechnologies/orient/core/sql/operator/math/OQueryOperatorPlus.java,L45195,21,0,72,0,10,0,0,0
8622,L54106,OAbstractPaginatedStorage.java,core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/OAbstractPaginatedStorage.java,L54105,291,0,1842,6,183,12,1345,0
8623,L54107,OFreezableStorage.java,core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/OFreezableStorage.java,L54105,1,0,5,0,13,5,3122,0
8624,L54108,OFullCheckpointRequestListener.java,core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/OFullCheckpointRequestListener.java,L54105,1,0,4,0,5,2,327,0
8625,L54109,OLowDiskSpaceInformation.java,core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/OLowDiskSpaceInformation.java,L54105,1,0,9,0,3,2,327,0
8626,L54110,OLowDiskSpaceListener.java,core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/OLowDiskSpaceListener.java,L54105,1,0,4,0,3,2,327,0
8627,L54111,OSingleFileSegment.java,core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/OSingleFileSegment.java,L54105,6,0,87,2,41,8,1345,0
8628,L54112,OStorageConfigurationSegment.java,core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/OStorageConfigurationSegment.java,L54105,11,0,87,1,58,8,1345,0
8629,L54113,OStorageVariableParser.java,core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/OStorageVariableParser.java,L54105,3,0,27,0,3,0,0,0
8630,L58488,ODirectMemoryOnlyDiskCache.java,core/src/main/java/com/orientechnologies/orient/core/storage/impl/memory/ODirectMemoryOnlyDiskCache.java,L58487,22,0,434,0,56,8,1345,0
8631,L58489,ODirectMemoryStorage.java,core/src/main/java/com/orientechnologies/orient/core/storage/impl/memory/ODirectMemoryStorage.java,L58487,6,0,72,0,42,7,3122,0
8632,L60674,OIdentityChangedListener.java,core/src/main/java/com/orientechnologies/orient/core/type/tree/provider/OIdentityChangedListener.java,L60673,1,0,5,0,5,3,420,0
8633,L60675,OMVRBTreeEntryDataProvider.java,core/src/main/java/com/orientechnologies/orient/core/type/tree/provider/OMVRBTreeEntryDataProvider.java,L60673,1,0,29,0,8,4,420,0
8634,L60676,OMVRBTreeEntryDataProviderAbstract.java,core/src/main/java/com/orientechnologies/orient/core/type/tree/provider/OMVRBTreeEntryDataProviderAbstract.java,L60673,26,0,217,1,49,6,1345,0
8635,L60677,OMVRBTreeMapEntryProvider.java,core/src/main/java/com/orientechnologies/orient/core/type/tree/provider/OMVRBTreeMapEntryProvider.java,L60673,65,0,496,0,20,2,3122,0
8636,L60678,OMVRBTreeMapProvider.java,core/src/main/java/com/orientechnologies/orient/core/type/tree/provider/OMVRBTreeMapProvider.java,L60673,14,0,159,1,38,4,3122,0
8637,L60679,OMVRBTreeProvider.java,core/src/main/java/com/orientechnologies/orient/core/type/tree/provider/OMVRBTreeProvider.java,L60673,1,0,22,0,8,1,3122,0
8638,L60680,OMVRBTreeProviderAbstract.java,core/src/main/java/com/orientechnologies/orient/core/type/tree/provider/OMVRBTreeProviderAbstract.java,L60673,23,0,184,1,41,6,1345,0
8639,L60681,OMVRBTreeRIDEntryProvider.java,core/src/main/java/com/orientechnologies/orient/core/type/tree/provider/OMVRBTreeRIDEntryProvider.java,L60673,27,0,162,0,13,3,561,0
8640,L60682,OMVRBTreeRIDProvider.java,core/src/main/java/com/orientechnologies/orient/core/type/tree/provider/OMVRBTreeRIDProvider.java,L60673,52,0,264,1,62,10,3122,0
8641,L11963,OEmbeddedRidBag.java,core/src/main/java/com/orientechnologies/orient/core/db/record/ridbag/embedded/OEmbeddedRidBag.java,L11962,53,0,379,1,64,10,1345,0
8642,L12289,OBonsaiCollectionPointer.java,core/src/main/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OBonsaiCollectionPointer.java,L12288,6,0,40,1,22,9,327,0
8643,L12290,OIndexRIDContainer.java,core/src/main/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OIndexRIDContainer.java,L12288,12,0,175,4,34,9,3122,0
8644,L12291,OIndexRIDContainerSBTree.java,core/src/main/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OIndexRIDContainerSBTree.java,L12288,15,0,165,1,30,10,3122,0
8645,L12292,ORidBagDeleteHook.java,core/src/main/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/ORidBagDeleteHook.java,L12288,7,0,61,0,15,7,1345,0
8646,L12293,OSBTreeCollectionManager.java,core/src/main/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OSBTreeCollectionManager.java,L12288,1,0,18,0,13,7,3122,0
8647,L12294,OSBTreeCollectionManagerAbstract.java,core/src/main/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OSBTreeCollectionManagerAbstract.java,L12288,9,0,126,0,16,8,327,0
8648,L12295,OSBTreeCollectionManagerProxy.java,core/src/main/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OSBTreeCollectionManagerProxy.java,L12288,3,0,56,1,26,9,327,0
8649,L12296,OSBTreeCollectionManagerShared.java,core/src/main/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OSBTreeCollectionManagerShared.java,L12288,3,0,75,0,31,10,3122,0
8650,L12297,OSBTreeRidBag.java,core/src/main/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OSBTreeRidBag.java,L12288,117,0,807,2,60,10,1345,0
8651,L17526,ConcurrentLRUList.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/ConcurrentLRUList.java,L17525,45,0,279,0,21,7,1345,0
8652,L17527,HashLRUList.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/HashLRUList.java,L17525,45,0,209,0,5,4,3122,0
8653,L17528,LRUEntry.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/LRUEntry.java,L17525,5,0,27,0,24,6,3122,0
8654,L17529,LRUList.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/LRUList.java,L17525,1,0,14,0,38,9,327,0
8655,L17530,O2QCache.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/O2QCache.java,L17525,94,0,759,0,62,8,1345,0
8656,L17531,OBlockedPageException.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/OBlockedPageException.java,L17525,1,0,7,0,11,6,327,0
8657,L17532,OCacheEntry.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/OCacheEntry.java,L17525,12,0,80,0,19,7,3122,0
8658,L17533,OCachePointer.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/OCachePointer.java,L17525,9,0,82,0,24,7,1345,0
8659,L17534,OPageDataVerificationError.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/OPageDataVerificationError.java,L17525,10,0,38,0,4,4,16,0
8660,L17535,OReadCache.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/OReadCache.java,L17525,1,0,21,0,6,3,3122,0
8661,L17536,OWOWCache.java,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/OWOWCache.java,L17525,182,0,1165,8,146,14,1345,0
